    ,nome                                     ,qtde   ,unidade ,vl_unit ,vl_total ,conta_despesa                                       ,data_transacao
251 ,CAPONATA DE BERINGELA COM UVA PASSA      , 0.15  ,KG      , 80.15  ,   12.02 ,CONFEITARIA REQUINTE EIRELI - EPP                   ,02/05/2022 19:37:36
252 ,REFRIG.PEPSI TWIST LATA 350ML            , 1.0   ,UN      ,  2.49  ,    2.49 ,SUPERMERCADO JACOMAR LTDA                           ,03/05/2022 12:28:20
253 ,SANDUICHE SALAME JACOMAR KG              , 0.186 ,KG      , 30.98  ,    5.76 ,SUPERMERCADO JACOMAR LTDA                           ,03/05/2022 12:28:20
254 ,ESFIHA ABERTA SABORES KG                 , 0.152 ,KG      , 28.98  ,    4.4  ,SUPERMERCADO JACOMAR LTDA                           ,03/05/2022 12:28:20
255 ,PAO QUEIJO RICO PALADAR P.KG             , 0.148 ,KG      , 29.98  ,    4.44 ,SUPERMERCADO JACOMAR LTDA                           ,03/05/2022 12:28:20
256 ,COXINHA DE FRANGO CREQUEJIAO KG          , 0.106 ,KG      , 36.98  ,    3.92 ,SUPERMERCADO JACOMAR LTDA                           ,03/05/2022 12:28:20
257 ,CHOC HERSHEYS 87G OVOMALTINE             , 1.0   ,UN      ,  4.48  ,    4.48 ,SUPERMERCADO JACOMAR LTDA                           ,03/05/2022 12:28:20
258 ,CHOC NESTLE KITKAT 41.5G                 , 1.0   ,UN      ,  2.99  ,    2.99 ,SUPERMERCADO JACOMAR LTDA                           ,03/05/2022 12:28:20
259 ,CHOC NESTLE KITKAT 41.5G                 , 1.0   ,UN      ,  2.99  ,    2.99 ,SUPERMERCADO JACOMAR LTDA                           ,03/05/2022 12:28:20
260 ,CREME DE LEITE FRIMESA 200G TP           , 1.0   ,UN      ,  2.99  ,    2.99 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
261 ,FAROFA MAND.YOKI TRAD.500G               , 1.0   ,UN      ,  6.49  ,    6.49 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
262 ,ESPETO FIAT LUX PCHURRASCO BAMBU C50     , 1.0   ,UN      ,  3.29  ,    3.29 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
263 ,CJ.SABAO LIQ.OMO CONC.P.CUID.500MLGF 3L  , 1.0   ,UN      , 32.9   ,   32.9  ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
264 ,PESSEGO NEUMANN EM CALDA 450G            , 1.0   ,UN      ,  8.99  ,    8.99 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
265 ,OLEO LIZA SOJA 900ML PET                 , 1.0   ,UN      ,  9.89  ,    9.89 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
266 ,FILE DE PEITO COPACOL RESF.600G BDJA     , 1.0   ,UN      , 14.99  ,   14.99 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
267 ,FILE DE PEITO COPACOL RESF.600G BDJA     , 1.0   ,UN      , 14.99  ,   14.99 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
268 ,SOBRECOXA SEARA RESF.KG                  , 0.65  ,KG      , 15.9   ,   10.34 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
269 ,CARNE MOIDA BOVINA 500G                  , 1.0   ,UN      , 21.9   ,   21.9  ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
270 ,BATATA BRANCA KG                         , 0.69  ,KG      ,  6.99  ,    4.82 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
271 ,CENOURA KG                               , 0.465 ,KG      ,  6.99  ,    3.25 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
272 ,CEBOLA KG                                , 0.815 ,KG      ,  5.99  ,    4.88 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
273 ,VAGEM MACARRAO KG                        , 0.16  ,KG      , 10.99  ,    1.76 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
274 ,PEPINO SALADACAIPIRA KG                  , 0.68  ,KG      ,  3.79  ,    2.58 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
275 ,ABOBRINHA VERDE KG                       , 0.735 ,KG      ,  3.59  ,    2.64 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
276 ,IOG.NESTLE NATURAL MEL 170G              , 1.0   ,UN      ,  2.79  ,    2.79 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
277 ,IOG.NESTLE NATURAL INTEG.170G            , 1.0   ,UN      ,  2.79  ,    2.79 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
278 ,ALHO A GRANEL                            , 0.055 ,KG      , 19.7   ,    1.08 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
279 ,POKAN KG                                 , 0.51  ,KG      ,  4.99  ,    2.54 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
280 ,BANANA CATURRA KG                        , 0.67  ,KG      ,  2.78  ,    1.86 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
281 ,MAMAO HAVAIPAPAYA KG                     , 0.425 ,KG      ,  8.89  ,    3.78 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
282 ,ALFACE CRESPA UN                         , 1.0   ,UN      ,  3.29  ,    3.29 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
283 ,TOMATE ITALIANO KG                       , 0.575 ,KG      ,  6.98  ,    4.01 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
284 ,TOMATE KG                                , 0.31  ,KG      ,  4.99  ,    1.55 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
285 ,MIMOSAMEXIRICA KG                        , 0.305 ,KG      ,  4.98  ,    1.52 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
286 ,ALFACE AMER.UN                           , 1.0   ,UN      ,  4.29  ,    4.29 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
287 ,OVOS PVC BCO MED.C30                     , 1.0   ,UN      , 15.95  ,   15.95 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
288 ,CHA MATTE LEAO LIMAO PET 1.5L            , 1.0   ,UN      ,  5.29  ,    5.29 ,SUPERMERCADOS FESTVAL                               ,07/05/2022 18:25:55
289 ,SALG.DORITOS QUEIJO NACHO 300GR          , 1.0   ,UN      , 21.99  ,   21.99 ,SUPERMERCADOS FESTVAL                               ,07/05/2022 18:25:55
290 ,PIMENTA DEDO DE MOCA BERTOLIN 100GR      , 1.0   ,UN      ,  5.39  ,    5.39 ,SUPERMERCADOS FESTVAL                               ,07/05/2022 18:25:55
291 ,PIMENTAO VERMELHO KG                     , 0.185 ,KG      , 19.99  ,    3.69 ,SUPERMERCADOS FESTVAL                               ,07/05/2022 18:25:55
292 ,CEBOLA KG                                , 0.485 ,KG      ,  8.99  ,    4.36 ,SUPERMERCADOS FESTVAL                               ,07/05/2022 18:25:55
293 ,LIMAO SICILIANO KG                       , 0.265 ,KG      , 11.99  ,    3.17 ,SUPERMERCADOS FESTVAL                               ,07/05/2022 18:25:55
294 ,LIMAO THAITI KG                          , 0.385 ,KG      ,  3.59  ,    1.38 ,SUPERMERCADOS FESTVAL                               ,07/05/2022 18:25:55
295 ,TOMATE KG                                , 0.985 ,KG      ,  9.99  ,    9.84 ,SUPERMERCADOS FESTVAL                               ,07/05/2022 18:25:55
296 ,MOLHO HEMMER PIMENTA 150ML               , 1.0   ,UN      ,  5.98  ,    5.98 ,SUPERMERCADOS FESTVAL                               ,07/05/2022 18:25:55
297 ,RACAO FRISKIES CARNE AO MOLHO 85GR       , 1.0   ,UN      ,  3.19  ,    3.19 ,SUPERMERCADOS FESTVAL                               ,07/05/2022 18:25:55
298 ,RACAO FRISKIES FRANGO AO MOLHO 85GR      , 1.0   ,UN      ,  3.19  ,    3.19 ,SUPERMERCADOS FESTVAL                               ,07/05/2022 18:25:55
299 ,RACAO FRISKIES CORDEIRO AO MOLHO 85GR    , 1.0   ,UN      ,  3.19  ,    3.19 ,SUPERMERCADOS FESTVAL                               ,07/05/2022 18:25:55
300 ,PIMENTAO AMARELO KG                      , 0.14  ,KG      , 19.99  ,    2.79 ,SUPERMERCADOS FESTVAL                               ,07/05/2022 18:25:55
301 ,BANANA CATURRA KG                        , 1.085 ,KG      ,  5.99  ,    6.49 ,SUPERMERCADOS FESTVAL                               ,07/05/2022 18:25:55
302 ,ETANOL HIDRATADO COMBUSTIVEL Bico 01     , 8.836 ,L       ,  5.659 ,   50.0  ,POSTO METROPOLE BRASIL LTDA                         ,02/05/2022 17:10:45
303 ,REFRIG.PEPSI TWIST LATA 350ML            , 1.0   ,UN      ,  2.49  ,    2.49 ,SUPERMERCADO JACOMAR LTDA                           ,03/05/2022 12:28:20
304 ,SANDUICHE SALAME JACOMAR KG              , 0.186 ,KG      , 30.98  ,    5.76 ,SUPERMERCADO JACOMAR LTDA                           ,03/05/2022 12:28:20
305 ,ESFIHA ABERTA SABORES KG                 , 0.152 ,KG      , 28.98  ,    4.4  ,SUPERMERCADO JACOMAR LTDA                           ,03/05/2022 12:28:20
306 ,PAO QUEIJO RICO PALADAR P.KG             , 0.148 ,KG      , 29.98  ,    4.44 ,SUPERMERCADO JACOMAR LTDA                           ,03/05/2022 12:28:20
307 ,COXINHA DE FRANGO CREQUEJIAO KG          , 0.106 ,KG      , 36.98  ,    3.92 ,SUPERMERCADO JACOMAR LTDA                           ,03/05/2022 12:28:20
308 ,CHOC HERSHEYS 87G OVOMALTINE             , 1.0   ,UN      ,  4.48  ,    4.48 ,SUPERMERCADO JACOMAR LTDA                           ,03/05/2022 12:28:20
309 ,CHOC NESTLE KITKAT 41.5G                 , 1.0   ,UN      ,  2.99  ,    2.99 ,SUPERMERCADO JACOMAR LTDA                           ,03/05/2022 12:28:20
310 ,CHOC NESTLE KITKAT 41.5G                 , 1.0   ,UN      ,  2.99  ,    2.99 ,SUPERMERCADO JACOMAR LTDA                           ,03/05/2022 12:28:20
311 ,FEIJAO CALDO BOM CARIOCA 1KG             , 1.0   ,UN      ,  8.29  ,    8.29 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
312 ,FEIJAO CALDO BOM PTO 1KG                 , 1.0   ,UN      ,  8.19  ,    8.19 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
313 ,ARROZ BURITI BCO 1KG                     , 1.0   ,UN      ,  4.99  ,    4.99 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
314 ,FARINHA DE TRIGO ANACONDA 1KG            , 1.0   ,UN      ,  3.99  ,    3.99 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
315 ,DETERG.LIMPOL COCO 500ML                 , 1.0   ,UN      ,  2.19  ,    2.19 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
316 ,DETERG.LIMPOL COCO 500ML                 , 1.0   ,UN      ,  2.19  ,    2.19 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
317 ,PAPEL MANTEIGA COZINHA FACIL 30X7.5M     , 1.0   ,UN      ,  4.26  ,    4.26 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
318 ,FILME PVC COZINHA FACIL 28X30M           , 1.0   ,UN      ,  5.44  ,    5.44 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
319 ,FOLHA ALUMINIO COZINHA FACIL 30X7.5M     , 1.0   ,UN      ,  5.49  ,    5.49 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
320 ,CHIN.M.EMILIA SORT.MASC.3744             , 1.0   ,PC      , 49.9   ,   49.9  ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
321 ,TOALHA DE PAPEL SNOB C2 120F             , 1.0   ,UN      ,  5.09  ,    5.09 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
322 ,PAO DE FORMA VISCONTI TRAD.400G          , 1.0   ,UN      ,  4.99  ,    4.99 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
323 ,MIMOSAMEXIRICA KG                        , 0.555 ,KG      ,  4.98  ,    2.76 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
324 ,ALHO A GRANEL                            , 0.05  ,KG      , 21.9   ,    1.1  ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
325 ,MASSA NISSIN CNETOMATE 85G               , 1.0   ,UN      ,  2.09  ,    2.09 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
326 ,MASSA NISSIN CNETOMATE 85G               , 1.0   ,UN      ,  2.09  ,    2.09 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
327 ,MASSA NISSIN GALINHA CAIPIRA 85G         , 1.0   ,UN      ,  2.09  ,    2.09 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
328 ,MASSA NISSIN GALINHA CAIPIRA 85G         , 1.0   ,UN      ,  2.09  ,    2.09 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
329 ,ALFACE AMER.UN                           , 1.0   ,UN      ,  4.79  ,    4.79 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
330 ,POKAN KG                                 , 0.905 ,KG      ,  4.99  ,    4.52 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
331 ,BANANA CATURRA KG                        , 0.755 ,KG      ,  4.39  ,    3.31 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
332 ,IOG.FRIMESA NATURAL MRGO 165G            , 1.0   ,UN      ,  2.69  ,    2.69 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
333 ,IOG.FRIMESA NATURAL MRGO 165G            , 1.0   ,UN      ,  2.69  ,    2.69 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
334 ,IOG.NESTLE NATURAL MEL 170G              , 1.0   ,UN      ,  2.79  ,    2.79 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
335 ,IOG.NESTLE NATURAL MEL 170G              , 1.0   ,UN      ,  2.79  ,    2.79 ,CONDOR SUPER CENTER LTDA                            ,18/04/2022 15:31:42
336 ,CREME DE LEITE FRIMESA 200G TP           , 1.0   ,UN      ,  2.99  ,    2.99 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
337 ,FAROFA MAND.YOKI TRAD.500G               , 1.0   ,UN      ,  6.49  ,    6.49 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
338 ,ESPETO FIAT LUX PCHURRASCO BAMBU C50     , 1.0   ,UN      ,  3.29  ,    3.29 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
339 ,CJ.SABAO LIQ.OMO CONC.P.CUID.500MLGF 3L  , 1.0   ,UN      , 32.9   ,   32.9  ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
340 ,PESSEGO NEUMANN EM CALDA 450G            , 1.0   ,UN      ,  8.99  ,    8.99 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
341 ,OLEO LIZA SOJA 900ML PET                 , 1.0   ,UN      ,  9.89  ,    9.89 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
342 ,FILE DE PEITO COPACOL RESF.600G BDJA     , 1.0   ,UN      , 14.99  ,   14.99 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
343 ,FILE DE PEITO COPACOL RESF.600G BDJA     , 1.0   ,UN      , 14.99  ,   14.99 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
344 ,SOBRECOXA SEARA RESF.KG                  , 0.65  ,KG      , 15.9   ,   10.34 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
345 ,CARNE MOIDA BOVINA 500G                  , 1.0   ,UN      , 21.9   ,   21.9  ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
346 ,BATATA BRANCA KG                         , 0.69  ,KG      ,  6.99  ,    4.82 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
347 ,CENOURA KG                               , 0.465 ,KG      ,  6.99  ,    3.25 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
348 ,CEBOLA KG                                , 0.815 ,KG      ,  5.99  ,    4.88 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
349 ,VAGEM MACARRAO KG                        , 0.16  ,KG      , 10.99  ,    1.76 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
350 ,PEPINO SALADACAIPIRA KG                  , 0.68  ,KG      ,  3.79  ,    2.58 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
351 ,ABOBRINHA VERDE KG                       , 0.735 ,KG      ,  3.59  ,    2.64 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
352 ,IOG.NESTLE NATURAL MEL 170G              , 1.0   ,UN      ,  2.79  ,    2.79 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
353 ,IOG.NESTLE NATURAL INTEG.170G            , 1.0   ,UN      ,  2.79  ,    2.79 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
354 ,ALHO A GRANEL                            , 0.055 ,KG      , 19.7   ,    1.08 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
355 ,POKAN KG                                 , 0.51  ,KG      ,  4.99  ,    2.54 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
356 ,BANANA CATURRA KG                        , 0.67  ,KG      ,  2.78  ,    1.86 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
357 ,MAMAO HAVAIPAPAYA KG                     , 0.425 ,KG      ,  8.89  ,    3.78 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
358 ,ALFACE CRESPA UN                         , 1.0   ,UN      ,  3.29  ,    3.29 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
359 ,TOMATE ITALIANO KG                       , 0.575 ,KG      ,  6.98  ,    4.01 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
360 ,TOMATE KG                                , 0.31  ,KG      ,  4.99  ,    1.55 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
361 ,MIMOSAMEXIRICA KG                        , 0.305 ,KG      ,  4.98  ,    1.52 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
362 ,ALFACE AMER.UN                           , 1.0   ,UN      ,  4.29  ,    4.29 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
363 ,OVOS PVC BCO MED.C30                     , 1.0   ,UN      , 15.95  ,   15.95 ,CONDOR SUPER CENTER LTDA                            ,08/05/2022 19:32:52
364 ,CHOCOLATE                                , 1.0   ,UND     ,  2.0   ,    2.0  ,MMZB COMERCIO DE ALIMENTOS LTDA                     ,10/05/2022 21:17:39
365 ,BRAHMA DUPLO MALTE                       , 1.0   ,UND     , 14.0   ,   14.0  ,MMZB COMERCIO DE ALIMENTOS LTDA                     ,10/05/2022 21:17:39
366 ,SANDUICHE PARMEGIANA                     , 1.0   ,UND     , 22.0   ,   22.0  ,MMZB COMERCIO DE ALIMENTOS LTDA                     ,10/05/2022 21:17:39
367 ,ADICIONAL DE BATATA                      , 1.0   ,UND     ,  8.0   ,    8.0  ,MMZB COMERCIO DE ALIMENTOS LTDA                     ,10/05/2022 21:17:39
368 ,Taxa de se OS LTDA                     ,10/05/2022 21:17:39
369 ,MAMAO FORMOSA KG                         , 1.625 ,KG      ,  4.59  ,    7.46 ,CONDOR SUPER CENTER LTDA                            ,11/05/2022 18:03:19
370 ,LARANJA PERA KG                          , 0.725 ,KG      ,  1.97  ,    1.43 ,CONDOR SUPER CENTER LTDA                            ,11/05/2022 18:03:19
371 ,SALGADINHOS RIZOLLI KG                   , 0.184 ,KG      , 44.9   ,    8.26 ,CONDOR SUPER CENTER LTDA                            ,11/05/2022 18:03:19
372 ,PAO FRANCES KG                           , 0.5   ,KG      , 10.99  ,    5.5  ,CONDOR SUPER CENTER LTDA                            ,11/05/2022 18:03:19
373 ,ARROZ TIO URBANO BCO 1KG                 , 1.0   ,UN      ,  5.95  ,    5.95 ,CONDOR SUPER CENTER LTDA                            ,11/05/2022 18:03:19
374 ,SANDUICHE SALAME JACOMAR KG              , 0.194 ,KG      , 30.98  ,    6.01 ,SUPERMERCADO JACOMAR LTDA                           ,20/05/2022 12:49:46
375 ,PAO QUEIJO RICO PALADAR P.KG             , 0.134 ,KG      , 27.98  ,    3.75 ,SUPERMERCADO JACOMAR LTDA                           ,20/05/2022 12:49:46
376 ,BOMBA DOCE LEITE KG                      , 0.162 ,KG      , 43.98  ,    7.12 ,SUPERMERCADO JACOMAR LTDA                           ,20/05/2022 12:49:46
377 ,INFUSOR MIMO DE INOX PARA CHA AS         , 1.0   ,Un      , 12.5   ,   12.5  ,Lojas do Pedro Ltda                                 ,21/05/2022 12:29:33
378 ,MEDIDOR KING JI11                        , 1.0   ,Un      , 14.9   ,   14.9  ,Lojas do Pedro Ltda                                 ,21/05/2022 12:29:33
379 ,COLHER KING BAR BRS11                    , 1.0   ,Un      , 18.0   ,   18.0  ,Lojas do Pedro Ltda                                 ,21/05/2022 12:29:33
380 ,COPO NADIR 2304 60ML                     , 4.0   ,Un      ,  3.6   ,   14.4  ,Lojas do Pedro Ltda                                 ,21/05/2022 12:29:33
381 ,ETANOL                                   ,35.15  ,LT      ,  5.69  ,  200.0  ,LT NICHELE COMERCIO DE COMBUSTIVEIS LTDA            ,24/05/2022 06:26:42
382 ,PAO CHEFF FOODS 300G                     , 1.0   ,Un      ,  4.99  ,    4.99 ,IRMAOS MUFFATO S A                                  ,25/05/2022 18:05:44
383 ,CHA PRETO LEAO 16G                       , 1.0   ,Un      ,  3.19  ,    3.19 ,IRMAOS MUFFATO S A                                  ,25/05/2022 18:05:44
384 ,SAB PROTEX 500ML                         , 1.0   ,Un      , 17.99  ,   17.99 ,IRMAOS MUFFATO S A                                  ,25/05/2022 18:05:44
385 ,APRESUNT FRIM 200G                       , 1.0   ,Un      ,  5.99  ,    5.99 ,IRMAOS MUFFATO S A                                  ,25/05/2022 18:05:44
386 ,QUEIJO FRIMESA 200G                      , 1.0   ,Un      , 12.49  ,   12.49 ,IRMAOS MUFFATO S A                                  ,25/05/2022 18:05:44
387 ,PAO FRANCES KG                           , 0.486 ,Kg      , 11.98  ,    5.82 ,IRMAOS MUFFATO S A                                  ,25/05/2022 18:05:44
388 ,NIGUIRI KG                               , 0.234 ,Kg      ,119.9   ,   28.06 ,IRMAOS MUFFATO S A                                  ,25/05/2022 18:05:44
389 ,LIMP.DESTAC PISO MADEIRAS LAVALF.750ML   , 1.0   ,UN      , 13.99  ,   13.99 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
390 ,VEJA DESENG.LIMAO SQ.500ML 20 DESC.      , 1.0   ,UN      ,  9.59  ,    9.59 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
391 ,SAB.NIVEA HID.AVEIA 85GR                 , 1.0   ,UN      ,  2.99  ,    2.99 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
392 ,SAB.NIVEA HID.AVEIA 85GR                 , 1.0   ,UN      ,  2.99  ,    2.99 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
393 ,CR.DENTAL ORAL B 123 70GR                , 1.0   ,UN      ,  3.89  ,    3.89 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
394 ,SAB.NIVEA HIDRATANTE ORQUIDEAS 85G       , 1.0   ,UN      ,  2.99  ,    2.99 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
395 ,SAB.NIVEA HIDRATANTE ORQUIDEAS 85G       , 1.0   ,UN      ,  2.99  ,    2.99 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
396 ,BIFE PATINHO 1953 KG                     , 0.416 ,KG      , 57.9   ,   24.08 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
397 ,COXINHA DA ASA COPACOL KG                , 0.861 ,KG      , 13.9   ,   11.96 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
398 ,PEITO DE PERU SADIA DEF.FATIADO KG       , 0.108 ,KG      , 66.9   ,    7.22 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
399 ,HAMBURGUER ANGUS CARAPRETA 360GR         , 1.0   ,UN      , 17.99  ,   17.99 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
400 ,BACON FRIMESA PED.KG                     , 0.378 ,KG      , 53.9   ,   20.37 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
401 ,CAPELETTI MEZZANI CARNE 400GR            , 1.0   ,UN      ,  9.98  ,    9.98 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
402 ,LING.SEARA CALAB.400GR                   , 1.0   ,UN      , 12.98  ,   12.98 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
403 ,QUEIJO EL MAESTRO PARMESAO URUGUAIO KG   , 0.242 ,KG      , 89.9   ,   21.75 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
404 ,QUEIJO SANDWICH IN PRATO 144GR           , 1.0   ,UN      , 11.39  ,   11.39 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
405 ,BANANA CATURRA KG                        , 1.0   ,KG      ,  2.99  ,    2.99 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
406 ,BANANA CATURRA KG                        , 0.935 ,KG      ,  2.99  ,    2.79 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
407 ,BROCOLIS DO VALE HONEST NINJA 300GR      , 1.0   ,UN      ,  4.99  ,    4.99 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
408 ,ERVILHA QUERO LT.170G                    , 1.0   ,UN      ,  3.39  ,    3.39 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
409 ,MILHO VERDE QUERO LATA 170G              , 1.0   ,UN      ,  3.99  ,    3.99 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
410 ,PAO INTEGRAL FESTVAL 500GR               , 1.0   ,UN      ,  5.99  ,    5.99 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
411 ,BERINJELA COMUM KG                       , 0.52  ,KG      ,  5.99  ,    3.11 ,SUPERMERCADOS FESTVAL                               ,15/05/2022 15:30:13
412 ,MINI PASTEL DE QUEIJO KG                 , 0.122 ,KG      , 43.9   ,    5.36 ,SUPERMERCADO JACOMAR LTDA                           ,13/05/2022 12:40:43
413 ,SANDUICHE SALAME JACOMAR KG              , 0.158 ,KG      , 30.98  ,    4.89 ,SUPERMERCADO JACOMAR LTDA                           ,13/05/2022 12:40:43
414 ,CROISSANT FOLHADO FRANGO CREQUEIJAO KG   , 0.192 ,KG      , 36.98  ,    7.1  ,SUPERMERCADO JACOMAR LTDA                           ,13/05/2022 12:40:43
415 ,PAO QUEIJO RICO PALADAR P.KG             , 0.128 ,KG      , 29.98  ,    3.84 ,SUPERMERCADO JACOMAR LTDA                           ,13/05/2022 12:40:43
416 ,MANGA TOMMY KG                           , 0.965 ,KG      ,  5.99  ,    5.78 ,SUPERMERCADO JACOMAR LTDA                           ,13/05/2022 12:40:43
